180346,0,67,0,0,75,0,0
109372,0,89,3,0,60,0,9
11177,0,86,0,0,103,0,0
18281,0,64,0,0,92,0,0
56932,0,54,0,0,79,0,0
104179,0,94,0,0,70,0,2
23114,0,52,0,0,76,0,0
2570,0,71,0,0,103,0,0
91047,0,125,0,0,69,0,0
43509,0,80,0,0,107,0,0
55353,0,71,0,0,59,0,0
20242,0,95,1,0,70,0,1
8629,0,81,0,0,124,0,1
54165,0,77,1,0,146,0,2
90373,0,63,0,0,88,0,1
183132,0,113,4,0,80,0,9
26755,0,46,0,0,96,0,0
6672,0,52,0,0,111,0,0
24965,0,139,0,0,44,0,1
77484,0,86,2,0,59,0,4
77087,0,70,2,0,56,0,2
3842,0,88,0,0,105,0,0
8131,0,95,0,0,99,0,0
24102,0,75,0,0,78,0,0
44865,0,106,3,0,98,0,4
37986,0,25,2,0,66,0,3
48216,0,91,2,0,80,0,3
92901,0,98,0,0,93,0,0
44530,0,91,2,0,126,0,3
159283,0,66,0,0,106,0,0
81675,0,74,1,0,122,0,2
34951,0,84,1,0,71,0,3
16908,0,66,0,0,124,0,1
3554,0,92,0,0,61,0,0
166331,0,77,5,0,37,0,6
10897,0,149,0,0,105,0,0
42964,0,64,0,0,86,0,0
37669,0,31,0,0,112,0,0
111849,0,83,4,0,90,0,7
13466,0,120,1,0,66,0,1
3838,0,45,1,0,81,0,1
21855,0,61,0,0,72,0,1
22556,0,52,0,0,85,0,0
142900,0,70,1,0,150,0,4
4190,0,77,0,0,72,0,0
68483,0,64,2,0,96,0,4
22449,0,94,0,0,143,0,0
74082,0,50,1,0,89,0,2
16974,0,39,1,0,89,0,1
121775,0,105,3,0,121,0,4
216519,0,108,0,0,99,0,0
17433,0,115,0,0,52,0,0
4410,0,100,0,0,66,0,1
6989,0,97,1,0,49,0,1
20855,0,95,2,0,91,0,3
53602,0,70,2,0,96,0,3
33699,0,116,0,0,49,0,2
4828,0,123,0,0,81,0,0
111062,0,143,0,0,114,0,0
293262,0,76,4,0,68,0,9
51838,0,71,0,0,82,0,0
46237,0,60,1,0,63,0,1
98180,0,75,4,0,140,0,5
61415,0,140,0,0,52,0,0
13650,0,59,1,0,95,0,2
3650,0,35,1,0,97,0,1
6103,0,76,0,0,81,0,0
53541,0,72,0,0,101,0,1
112812,0,127,5,0,106,0,8
11267,0,113,0,0,73,0,0
4127,0,143,1,0,39,0,1
42828,0,49,0,0,67,0,0
12405,0,62,0,0,79,0,0
6406,0,84,0,0,110,0,0
163407,0,92,2,0,70,0,7
13460,0,37,0,0,85,0,1
142531,0,103,1,0,96,0,4
154582,0,69,1,0,65,0,1
82943,0,94,1,0,78,0,2
42969,0,62,1,0,63,0,1
90358,0,92,1,0,57,0,1
42075,0,64,0,0,93,0,1
25569,0,94,0,0,52,0,1
12036,0,70,0,0,65,0,0
11543,0,59,1,0,106,0,1
21269,0,94,0,0,100,0,0
49514,0,69,1,0,81,0,1
45673,0,132,0,0,95,0,0
105870,0,121,0,0,95,0,1
22652,0,66,0,0,112,0,0
41271,0,82,1,0,85,0,1
74959,0,67,1,0,76,0,4
24813,0,33,0,0,89,0,0
98297,0,65,1,0,85,0,5
40246,0,87,0,0,102,0,0
86017,0,175,0,0,115,0,0
72623,0,90,0,0,109,0,0
10227,0,52,1,0,105,0,1
8643,0,61,0,0,77,0,0
38747,0,72,0,0,93,0,0
5045,0,68,0,0,94,0,0
26136,0,106,1,0,62,0,1
21344,0,103,0,0,62,0,0
21594,0,111,0,0,44,0,1
131524,0,61,1,0,72,0,2
62270,0,73,3,0,70,0,4
7526,0,67,0,0,60,0,0
72710,0,73,2,0,72,0,2
103769,0,82,0,0,49,0,0
118698,0,100,2,0,100,0,2
162375,0,59,2,0,107,0,4
5196,0,89,1,0,44,0,1
47918,0,67,4,0,85,0,5
47892,0,67,0,0,51,0,0
155956,0,60,1,0,67,0,1
10886,0,57,1,0,94,0,2
27292,0,125,0,0,77,0,1
9231,0,71,0,0,143,0,0
7775,0,84,0,0,61,0,0
71220,0,89,1,0,117,0,2
38593,0,67,0,0,59,0,0
2471,0,71,0,0,106,0,0
10275,0,67,0,0,63,0,0
38166,0,66,0,0,102,0,1
6192,0,35,0,0,86,0,0
91125,0,87,0,0,94,0,2
137557,0,49,2,0,107,0,3
62240,0,146,0,0,94,0,0
24203,0,85,1,0,31,0,1
144212,0,79,0,0,163,0,0
49653,0,87,1,0,80,0,1
211256,0,102,0,0,91,0,0
28536,0,70,1,0,85,0,1
112725,0,81,0,0,74,0,0
53486,0,117,0,0,70,0,2
28677,0,63,0,0,76,0,0
32675,0,129,1,0,64,0,1
14646,0,57,0,0,80,0,0
64057,0,80,0,0,148,0,1
4110,0,95,0,0,151,0,0
116715,0,85,0,0,88,0,0
90778,0,115,3,0,143,0,5
125699,0,114,2,0,88,0,2
97482,0,96,2,0,133,0,3
42001,0,101,0,0,68,0,0
6168,0,121,0,0,51,0,0
74867,0,85,1,0,109,0,1
44688,0,49,0,0,85,0,1
95484,0,77,1,0,92,0,5
13945,0,65,0,0,147,0,0
44204,0,75,0,0,66,0,0
98602,0,104,3,0,128,0,6
108943,0,77,0,0,93,0,2
141399,0,94,1,0,93,0,6
31435,0,95,0,0,56,0,0
42264,0,125,0,0,95,0,0
19964,0,89,0,0,75,0,1
20278,0,60,1,0,74,0,2
69208,0,87,1,0,86,0,1
159592,0,147,1,0,88,0,2
85799,0,102,0,0,75,0,0
92935,0,105,2,0,72,0,4
37143,0,59,1,0,79,0,4
7631,0,94,0,0,79,0,0
55404,0,72,0,0,75,0,0
91832,0,94,0,0,74,0,1
58132,0,56,0,0,123,0,0
51358,0,77,3,0,83,0,5
93475,0,96,3,0,61,0,6
9821,0,106,0,0,57,0,0
9192,0,100,0,0,73,0,0
15940,0,116,0,0,141,0,0
154076,0,124,4,0,101,0,6
115198,0,117,4,0,86,0,5
175316,0,70,1,0,91,0,1
55197,0,171,3,0,74,0,4
17468,0,88,0,0,106,0,0
105374,0,66,0,0,60,0,0
28752,0,97,0,0,94,0,0
48455,0,90,0,0,101,0,0
43640,0,90,1,0,117,0,2
23490,0,42,0,0,117,0,0
3663,0,69,0,0,84,0,0
157134,0,86,10,0,74,0,12
49977,0,32,0,0,72,0,0
37274,0,37,1,0,89,0,1
165637,0,75,3,0,56,0,9
45502,0,70,0,0,94,0,0
9317,0,61,1,0,89,0,1
68120,0,95,0,0,118,0,0
21723,0,43,0,0,65,0,0
19952,0,96,0,0,71,0,1
100097,0,73,3,0,63,0,3
19746,0,104,3,0,96,0,3
14010,0,89,0,0,66,0,1
49019,0,73,0,0,49,0,0
52485,0,81,0,0,33,0,1
10773,0,60,0,0,94,0,0
10362,0,107,0,0,110,0,1
78278,0,56,0,0,72,0,0
110359,0,67,2,0,86,0,4
21142,0,69,0,0,54,0,0
67148,0,85,0,0,120,0,0
181864,0,69,3,0,108,0,6
102600,0,80,1,0,43,0,6
102331,0,149,1,0,85,0,1
30654,0,150,1,0,102,0,1
110229,0,99,1,0,98,0,2
9908,0,108,0,0,96,0,0
25298,0,107,2,0,132,0,3
12985,0,59,0,0,55,0,0
31695,0,98,0,0,31,0,0
7663,0,71,0,0,82,0,1
13857,0,87,0,0,50,0,0
76189,0,56,0,0,80,0,0
62234,0,154,2,0,60,0,6
4239,0,128,0,0,37,0,0
77574,0,99,2,0,97,0,5
58009,0,119,2,0,75,0,5
172502,0,70,3,0,122,0,6
87606,0,108,0,0,65,0,0
5645,0,63,0,0,77,0,0
64037,0,105,0,0,65,0,1
136294,0,143,0,0,79,0,4
107881,0,114,2,0,69,0,5
6843,0,70,0,0,53,0,0
127282,0,106,0,0,85,0,1
30202,0,45,0,0,68,0,0
47858,0,80,0,0,102,0,0
109394,0,60,2,0,68,0,3
151294,0,96,0,0,63,0,0
141920,0,29,4,0,144,0,7
101412,0,64,2,0,64,0,4
4016,0,92,0,0,97,0,0
42009,0,83,1,0,85,0,2
94494,0,64,1,0,136,0,3
124149,0,123,0,0,95,0,0
39452,0,53,0,0,41,0,0
119447,0,40,1,0,83,0,2
73637,0,119,2,0,69,0,5
17172,0,71,0,0,75,0,0
34100,0,73,1,0,44,0,1
32119,0,158,0,0,56,0,0
224720,0,198,3,0,83,0,7
155254,0,64,0,0,60,0,0
14590,0,101,0,0,76,0,1
121733,0,65,0,0,47,0,0
121529,0,64,2,0,114,0,6
3530,0,83,0,0,61,0,0
64797,0,134,0,0,127,0,3
56294,0,62,1,0,96,0,1
79929,0,106,0,0,53,0,0
18703,0,72,0,0,62,0,0
96088,0,66,2,0,79,0,2
48230,0,96,0,0,75,0,0
136308,0,64,1,0,123,0,3
27793,0,48,0,0,114,0,0
105641,0,53,0,0,93,0,0
5533,0,40,0,0,73,0,0
9728,0,121,0,0,92,0,0
14259,0,91,0,0,66,0,0
10203,0,63,0,0,60,0,1
10713,0,61,0,0,84,0,0
27367,0,57,0,0,77,0,0
21447,0,74,0,0,85,0,0
30560,0,63,0,0,93,0,1
61704,0,78,0,0,86,0,0
50278,0,43,0,0,66,0,0
103297,0,64,1,0,77,0,5
51414,0,113,1,0,83,0,1
28953,0,67,0,0,87,0,0
63088,0,62,2,0,70,0,2
221684,0,116,1,0,56,0,1
59592,0,119,0,0,93,0,0
66799,0,92,2,0,71,0,4
38091,0,72,0,0,72,0,1
17892,0,49,1,0,58,0,2
53125,0,75,0,0,46,0,0
160712,0,80,3,0,119,0,5
45188,0,77,0,0,94,0,1
141047,0,96,1,0,102,0,1
26027,0,65,0,0,112,0,0
110196,0,105,0,0,94,0,0
81842,0,77,3,0,73,0,4
164560,0,44,4,0,53,0,6
37959,0,38,3,0,78,0,4
116116,0,54,1,0,127,0,1
144444,0,74,0,0,122,0,0
116800,0,109,3,0,91,0,5
149311,0,78,1,0,59,0,3
87453,0,113,3,0,95,0,5
33876,0,69,0,0,79,0,0
79511,0,103,0,0,78,0,0
165152,0,88,0,0,111,0,0
254645,0,64,3,0,79,0,7
37380,0,67,0,0,61,0,0
115867,0,89,3,0,68,0,4
47433,0,94,1,0,91,0,1
56521,0,85,3,0,95,0,5
106096,0,88,1,0,101,0,5
39199,0,96,0,0,90,0,0
47643,0,49,0,0,44,0,0
119009,0,97,2,0,85,0,6
10079,0,86,0,0,109,0,1
46652,0,119,0,0,78,0,0
109754,0,107,5,0,89,0,8
34900,0,55,0,0,83,0,0
109192,0,42,1,0,70,0,5
4769,0,102,0,0,70,0,0
92472,0,83,0,0,73,0,1
77413,0,94,2,0,56,0,4
150835,0,104,4,0,103,0,8
179324,0,90,3,0,81,0,5
56711,0,56,0,0,63,0,2
71200,0,84,1,0,72,0,1
366524,0,89,7,0,99,0,8
312792,0,65,5,0,152,0,6
15761,0,53,0,0,92,0,0
21396,0,53,0,0,78,0,0
13234,0,87,0,0,159,0,0
159397,0,62,4,0,65,0,7
40142,0,82,0,0,93,0,0
133558,0,99,3,0,45,0,3
140189,0,101,0,0,82,0,0
5955,0,55,0,0,96,0,0
37289,0,66,0,0,49,0,0
4690,0,108,2,0,117,0,2
25128,0,133,0,0,43,0,2
64242,0,79,0,0,90,0,0
66635,0,48,0,0,42,0,0
230425,0,62,4,0,77,0,7
63624,0,39,0,0,90,0,0
81813,0,72,1,0,103,0,6
139322,0,90,1,0,53,0,3
50510,0,60,1,0,107,0,3
25661,0,63,0,0,69,0,0
27247,0,86,0,0,37,0,0
19501,0,80,1,0,42,0,2
39194,0,52,0,0,113,0,0
181611,0,144,5,0,68,0,7
60465,0,127,0,0,89,0,0
54263,0,113,0,0,93,0,1
63272,0,82,0,0,102,0,0
14871,0,101,4,0,58,0,6
114494,0,101,1,0,78,0,1
26270,0,59,1,0,70,0,1
238444,0,102,1,0,102,0,2
71528,0,77,0,0,97,0,1
100565,0,79,1,0,50,0,1
21951,0,76,0,0,73,0,1
14545,0,111,0,0,68,0,0
47311,0,72,1,0,60,0,1
50205,0,107,3,0,49,0,3
189946,0,72,1,0,91,0,1
19918,0,104,1,0,113,0,1
89283,0,99,2,0,125,0,2
23394,0,103,0,0,74,0,0
31394,0,52,0,0,75,0,0
180728,0,61,3,0,90,0,4
33934,0,43,0,0,143,0,0
10289,0,91,0,0,53,0,0
92704,0,67,3,0,68,0,6
6140,0,148,0,0,71,0,0
57069,0,98,0,0,109,0,0
23824,0,127,0,0,75,0,1
34764,0,99,0,0,74,0,0
16266,0,91,1,0,62,0,2
32123,0,80,0,0,99,0,0
16920,0,53,0,0,69,0,0
59028,0,60,0,0,69,0,1
91037,0,91,0,0,75,0,1
33064,0,62,1,0,88,0,1
130865,0,57,4,0,88,0,5
12462,0,83,0,0,139,0,1
106519,0,81,5,0,73,0,9
18476,0,80,1,0,87,0,1
29302,0,101,1,0,42,0,1
23366,0,88,0,0,59,0,0
18507,0,84,0,0,55,0,0
21494,0,113,0,0,78,0,0
33669,0,96,1,0,93,0,1
6305,0,74,0,0,55,0,0
45890,0,123,0,0,118,0,0
10221,0,73,0,0,96,0,0
59490,0,128,4,0,160,0,7
187845,0,137,1,0,65,0,2
37919,0,116,2,0,77,0,4
62505,0,57,0,0,87,0,0
121170,0,62,2,0,52,0,4
86402,0,74,2,0,116,0,6
160492,0,110,3,0,83,0,3
36164,0,92,0,0,56,0,0
6586,0,105,0,0,109,0,0
7864,0,58,0,0,44,0,1
33832,0,114,0,0,51,0,1
8692,0,96,1,0,120,0,2
69625,0,72,0,0,104,0,0
35917,0,82,0,0,100,0,1
97398,0,124,0,0,83,0,0
109736,0,92,3,0,79,0,6
23260,0,141,0,0,110,0,0
17817,0,52,0,0,77,0,0
115863,0,146,0,0,111,0,0
154753,0,118,2,0,141,0,4
71086,0,82,0,0,70,0,1
14600,0,87,0,0,99,0,1
60720,0,50,0,0,128,0,1
128808,0,61,0,0,86,0,2
98899,0,106,2,0,109,0,2
34935,0,64,0,0,92,0,0
18356,0,91,1,0,93,0,1
34282,0,134,0,0,56,0,1
134140,0,103,3,0,81,0,5
82727,0,52,1,0,75,0,7
172366,0,58,0,0,57,0,1
121096,0,63,1,0,104,0,3
113390,0,85,0,0,60,0,0
74072,0,86,0,0,72,0,1
6311,0,80,0,0,61,0,1
56264,0,84,0,0,104,0,1
76777,0,94,1,0,89,0,3
77870,0,139,2,0,50,0,3
6201,0,85,0,0,60,0,1
13231,0,106,2,0,74,0,2
108009,0,89,0,0,120,0,0
8350,0,99,0,0,66,0,0
102647,0,159,0,0,66,0,0
48002,0,95,2,0,116,0,5
198026,0,80,0,0,116,0,0
18640,0,63,0,0,83,0,1
21702,0,65,1,0,82,0,1
33638,0,90,0,0,145,0,1
121207,0,69,1,0,112,0,3
116669,0,89,0,0,68,0,1
23900,0,53,0,0,45,0,1
71769,0,100,0,0,99,0,0
4003,0,66,0,0,112,0,0
28002,0,94,0,0,99,0,2
176528,0,132,3,0,95,0,6
91341,0,94,2,0,51,0,4
186418,0,120,2,0,96,0,6
53253,0,97,0,0,56,0,0
33666,0,100,0,0,84,0,0
83363,0,69,0,0,100,0,0
106478,0,47,0,0,75,0,0
31699,0,53,0,0,93,0,0
288401,0,96,4,0,80,0,9
46681,0,61,0,0,97,0,2
113257,0,71,3,0,80,0,5
3490,0,83,0,0,88,0,1
89636,0,63,2,0,87,0,4
6449,0,63,0,0,84,0,0
95375,0,72,1,0,111,0,3
76968,0,90,0,0,100,0,0
25021,0,50,0,0,81,0,1
12313,0,101,0,0,82,0,0
31410,0,81,0,0,109,0,0
152524,0,95,1,0,72,0,1
64723,0,65,5,0,118,0,7
2275,0,68,0,0,70,0,0
131528,0,158,0,0,54,0,0
70990,0,40,0,0,98,0,0
90652,0,72,2,0,86,0,2
33308,0,131,0,0,63,0,0
23074,0,124,1,0,73,0,1
124631,0,66,1,0,124,0,2
116759,0,72,1,0,58,0,2
14061,0,55,0,0,106,0,0
32533,0,113,0,0,84,0,0
77203,0,115,1,0,100,0,2
5813,0,98,1,0,118,0,1
85453,0,51,2,0,92,0,4
6638,0,89,0,0,65,0,0
197985,0,73,5,0,60,0,7
22559,0,116,0,0,87,0,0
123183,0,110,0,0,91,0,3
3670,0,92,0,0,77,0,0
58372,0,94,3,0,38,0,3
21477,0,160,0,0,80,0,0
27155,0,81,3,0,90,0,4
33370,0,90,0,0,43,0,0
10709,0,141,0,0,41,0,0
49067,0,85,1,0,114,0,2
5607,0,58,0,0,95,0,1
24660,0,82,0,0,120,0,0
64405,0,104,3,0,72,0,4
144781,0,104,0,0,107,0,4
2791,0,44,0,0,89,0,0
185768,0,98,6,0,53,0,8
218655,0,77,6,0,87,0,7
201676,0,60,0,0,78,0,0
106010,0,58,0,0,58,0,0
22645,0,99,0,0,84,0,0
122240,0,131,0,0,130,0,0
30652,0,79,0,0,147,0,0
14043,0,144,0,0,77,0,0
39636,0,54,0,0,124,0,0
249419,0,78,2,0,83,0,4
47579,0,175,1,0,77,0,1
94243,0,93,0,0,101,0,0
23387,0,43,0,0,135,0,1
83378,0,41,0,0,39,0,2
18079,0,34,1,0,68,0,1
4436,0,77,0,0,52,0,0
2134,0,57,0,0,69,0,1
16499,0,96,0,0,74,0,0
38904,0,62,0,0,55,0,1
38008,0,100,4,0,97,0,6
3361,0,72,0,0,56,0,0
35029,0,103,1,0,79,0,1
66669,0,130,0,0,48,0,1
35777,0,71,1,0,63,0,1
67334,0,80,1,0,80,0,1
85851,0,121,2,0,92,0,3
4694,0,95,0,0,40,0,0
44434,0,140,1,0,45,0,4
118012,0,56,1,0,124,0,4
4742,0,79,1,0,105,0,2
15732,0,75,0,0,91,0,0
82240,0,68,0,0,93,0,0
212336,0,64,4,0,81,0,9
92320,0,101,1,0,112,0,2
244574,0,43,1,0,80,0,1
25085,0,65,0,0,80,0,1
33791,0,56,1,0,121,0,1
38128,0,54,1,0,109,0,1
23948,0,58,2,0,72,0,2
29838,0,111,0,0,115,0,0
4618,0,124,0,0,92,0,1
94674,0,145,4,0,86,0,7
82784,0,100,1,0,84,0,3
48434,0,112,3,0,82,0,3
68129,0,65,0,0,122,0,2
5225,0,105,1,0,99,0,1
83507,0,112,2,0,54,0,3
107107,0,73,0,0,77,0,0
105321,0,107,0,0,99,0,0
61712,0,53,2,0,128,0,4
