511128,417585,1,93543,1
558028,288771,1,269257,1
434968,93245,1,341723,1
1143850,191242,1,952608,1
97802,5792,1,92010,1
379928,57430,1,322498,1
243517,70323,1,173194,1
136809,70353,1,66456,1
213068,58122,1,154946,1
240772,140855,1,99917,1
78727,49882,1,28845,1
643837,265302,1,378535,1
63370,53549,1,9821,1
322733,1269,1,321464,1
162008,52536,1,109472,1
110146,209,1,109937,1
64027,50122,1,13905,1
340801,270102,1,70699,1
602942,261069,1,341873,1
146520,115021,1,31499,1
257191,169014,1,88177,1
52214,51414,1,800,1
571605,280407,1,291198,1
292879,6597,1,286282,1
402740,120224,1,282516,1
279817,111413,1,168404,1
597340,451931,1,145409,1
227930,23726,1,204204,1
252331,216167,1,36164,1
104589,58077,1,46512,1
85428,34374,1,51054,1
365049,145563,1,219486,1
30531,26151,1,4380,1
279309,51209,1,228100,1
252950,136056,1,116894,1
202905,31665,1,171240,1
104653,38930,1,65723,1
281750,74323,1,207427,1
781182,224714,1,556468,1
230281,188482,1,41799,1
174418,110949,1,63469,1
299002,233448,1,65554,1
499823,29649,1,470174,1
325145,39698,1,285447,1
731069,225150,1,505919,1
495427,419151,1,76276,1
437793,398742,1,39051,1
63878,32276,1,31602,1
82581,66060,1,16521,1
294410,132483,1,161927,1
353658,292957,1,60701,1
210170,113098,1,97072,1
235643,79121,1,156522,1
68567,44049,1,24518,1
54911,22031,1,32880,1
60787,39514,1,21273,1
186775,4623,1,182152,1
508508,135520,1,372988,1
177240,16931,1,160309,1
296593,62588,1,234005,1
597513,397348,1,200165,1
271865,181480,1,90385,1
465227,288047,1,177180,1
86817,29642,1,57175,1
231126,170401,1,60725,1
285760,124033,1,161727,1
123184,87218,1,35966,1
173932,56707,1,117225,1
919215,382369,1,536846,1
121106,50687,1,70419,1
751636,500599,1,251037,1
44066,28841,1,15225,1
206480,152547,1,53933,1
304710,225353,1,79357,1
502303,125669,1,376634,1
151149,74687,1,76462,1
50704,49190,1,1514,1
220587,88801,1,131786,1
218356,94119,1,124237,1
383947,146869,1,237078,1
196549,88418,1,108131,1
155482,117695,1,37787,1
37209,26569,1,10640,1
344239,67900,1,276339,1
161257,113762,1,47495,1
187127,185169,1,1958,1
158805,85496,1,73309,1
365940,222111,1,143829,1
288738,208592,1,80146,1
178169,11898,1,166271,1
477498,260120,1,217378,1
88930,42499,1,46431,1
506236,376964,1,129272,1
226994,104659,1,122335,1
