655,16779399,100,12551608,100
498,12539137,100,13634735,100
614,15766036,100,13420770,100
566,12502511,100,15145519,100
491,13097048,100,14311118,100
1320,13825353,100,11293247,100
890,14957672,100,14715006,100
1313,13836176,100,14614561,100
3581,13943943,100,14835403,100
876,16069606,100,16055857,100
777,14619170,100,13170322,100
1030,15091593,100,12820746,100
1827,13990432,100,12971702,100
658,12455123,100,14725358,100
756,14468173,100,17133609,100
619,13616155,100,16683496,100
942,15716594,100,16242892,100
587,17890147,100,11854862,100
1389,13758098,100,11773536,100
633,14648211,100,13216300,100
988,14419874,100,16079808,100
545,14183274,100,13957457,100
490,13319246,100,14218961,100
1574,14610500,100,14025732,100
1052,13078174,100,10240382,100
647,15035590,100,14382476,100
590,15280157,100,13505955,100
872,12044626,100,12681732,100
750,14245713,100,13299315,100
573,14382025,100,15051401,100
1309,14659397,100,15000040,100
595,14252121,100,13736154,100
1328,12693138,100,15407208,100
1537,14864818,100,15288729,100
1537,16629478,100,15401715,100
600,13306156,100,16715508,100
433,15380590,100,14267961,100
607,13763938,100,13065926,100
846,14028085,100,13890424,100
840,13835539,100,14602897,100
534,15048503,100,16009927,100
560,14860049,100,13904947,100
916,15383273,100,13597070,100
399,13646564,100,13770122,100
407,16802736,100,17074265,100
786,14753756,100,13255494,100
399,14935976,100,11087245,100
474,12192358,100,12010569,100
575,14542691,100,12192661,100
496,14072137,100,18753386,100
392,14789256,100,16700377,100
646,14375513,100,14464927,100
1117,13753635,100,16795131,100
1012,12157392,100,15554508,100
473,13286060,100,14150039,100
525,13150021,100,14664782,100
372,13000633,100,13938683,100
1741,13959265,100,15054356,100
486,15378549,100,12211494,100
1376,15919881,100,12380230,100
663,14307266,100,12014368,100
1299,12847139,100,17361128,100
1046,11070863,100,17249634,100
485,17201141,100,13142931,100
1109,13095460,100,12646389,100
1095,15415967,100,12436771,100
1489,12677738,100,15806714,100
400,16945228,100,12292632,100
918,16751908,100,12114678,100
764,14504973,100,16629227,100
1245,13585538,100,14507928,100
1841,15218192,100,14302858,100
593,14212758,100,18023173,100
1387,11755098,100,15393721,100
1824,15880296,100,17848144,100
923,11601892,100,14938661,100
725,13599974,100,15015766,100
1620,13225318,100,14896737,100
683,15545634,100,15100690,100
686,13011164,100,13461955,100
544,16066983,100,11988129,100
1002,13855490,100,13943024,100
501,14979022,100,12675164,100
769,12195163,100,13219233,100
557,16572498,100,17192040,100
733,13091666,100,15099263,100
426,15058589,100,12283646,100
955,13745978,100,15110081,100
1871,14594618,100,13862941,100
2213,14584759,100,13681916,100
467,12943582,100,15673094,100
1098,13673205,100,12708763,100
1191,15286077,100,17074738,100
1033,15317529,100,12708542,100
1026,14940670,100,15703314,100
1460,12499802,100,12540371,100
931,13699434,100,12019055,100
1093,13430516,100,16940234,100
626,13534855,100,13810329,100
742,15043757,100,14441038,100
1250,14455010,100,15322637,100
501,14753801,100,15095623,100
930,15441322,100,13804598,100
1089,16285614,100,14789317,100
4171,14563038,100,14259802,100
1478,17127439,100,14921737,100
738,14940028,100,14130576,100
614,16618230,100,13588370,100
1185,15391339,100,12672355,100
675,14419521,100,13722823,100
2399,12710938,100,14378837,100
787,14842219,100,12527710,100
710,13005854,100,15120860,100
513,13405578,100,12104990,100
436,12002610,100,17281727,100
827,11502709,100,11691871,100
989,11961548,100,12983215,100
2025,16255431,100,16470189,100
747,13968261,100,15192962,100
687,12075916,100,15986045,100
660,14294247,100,13504127,100
1257,14020316,100,13902344,100
617,13592463,100,13912322,100
5339,13912056,100,12421041,100
689,13266637,100,16774819,100
1078,14375643,100,15169182,100
479,14625309,100,16693481,100
884,13436409,100,14210147,100
741,13700569,100,13617913,100
384,13000687,100,13062402,100
572,12969192,100,12365369,100
1050,12272738,100,13879559,100
798,15004313,100,12459918,100
1138,14106350,100,13331794,100
1060,14115933,100,15618522,100
1087,14953333,100,12916722,100
864,11225391,100,14071262,100
2452,12976727,100,14599234,100
456,15043988,100,13238649,100
474,13035921,100,14781094,100
3934,13219033,100,11700197,100
1271,17185913,100,14038944,100
619,14293207,100,12938798,100
436,12908488,100,13649498,100
1221,14969101,100,15426156,100
787,15545082,100,12055997,100
744,16126504,100,13951438,100
452,15764576,100,13251928,100
883,14203592,100,14127964,100
632,11507740,100,12821708,100
567,13309359,100,12713663,100
945,13341633,100,12359038,100
505,13492688,100,16097027,100
