54043,1,180,0,0,207,0
48547,0,75,1,0,76,0
50616,1,238,1,0,134,0
43403,0,207,1,0,66,0
44545,0,124,0,0,37,0
84800,1,165,3,0,237,0
39260,0,104,1,0,89,0
57324,1,222,1,0,153,0
118452,2,149,3,0,229,0
52922,1,388,1,0,164,0
87245,1,196,1,0,201,0
71054,1,187,2,0,151,0
50526,1,73,1,0,187,0
99672,2,303,8,0,399,0
71093,1,190,3,0,178,0
15486,0,69,0,0,137,0
98117,1,205,5,0,205,0
4881,0,95,0,0,62,0
22504,0,56,2,0,84,0
113907,2,154,1,0,262,0
28926,0,123,1,0,104,0
4629,0,120,0,0,116,0
129029,2,231,4,0,187,0
11794,0,57,0,0,33,0
16430,0,121,1,0,96,0
62730,1,269,5,0,176,0
47425,0,67,0,0,52,0
40349,0,83,0,0,63,0
24518,0,52,0,0,69,0
78731,1,100,3,0,138,0
66671,2,347,6,0,106,0
31141,0,97,2,0,85,0
7932,0,86,0,0,112,0
14573,0,54,0,0,54,0
63225,1,49,1,0,240,0
55438,1,89,1,0,142,0
46696,0,99,3,0,103,0
8246,0,43,2,0,50,0
50839,1,238,2,0,197,0
65936,2,145,7,0,138,0
59076,1,122,0,0,141,0
62446,2,240,9,0,187,0
46925,0,534,2,0,43,0
4159,0,105,0,0,73,0
50802,1,64,1,0,266,0
6132,0,127,1,0,96,0
41187,0,242,2,0,69,0
15737,0,133,1,0,80,0
126441,2,503,24,0,223,0
95203,1,96,4,0,162,0
61505,1,339,3,0,143,0
16701,0,233,2,0,62,0
35362,0,90,0,0,61,0
54834,1,180,0,0,134,0
28301,0,64,2,0,157,0
9819,0,91,1,0,92,0
52498,1,61,0,0,123,0
58983,1,165,0,0,177,0
5684,0,205,0,0,88,0
71800,2,136,3,0,124,0
81106,1,125,5,0,199,0
35026,0,74,0,0,45,0
80971,1,153,0,0,214,0
11860,0,168,1,0,72,0
109851,2,409,11,0,290,0
61278,1,48,0,0,190,0
23430,0,56,1,0,83,0
32360,0,212,1,0,145,0
48421,0,176,1,0,82,0
62227,1,266,2,0,181,0
18781,0,76,0,0,118,0
6912,0,158,1,0,61,0
23143,0,106,0,0,97,0
6707,0,108,0,0,112,0
87071,2,257,6,0,143,0
4984,0,144,0,0,84,0
7915,0,41,0,0,109,0
147003,2,398,20,0,255,0
27229,0,76,0,0,91,0
19321,0,96,0,0,71,0
79176,1,203,5,0,196,0
49989,1,205,6,0,217,0
16446,0,59,0,0,67,0
33236,0,50,0,0,56,0
49629,1,83,0,0,176,0
21453,0,94,2,0,72,0
