1285,7941804,50,8443193,50
349,7440423,50,7601464,50
3833,7261432,50,8135620,50
1359,7347945,50,8120130,50
524,6944449,50,9178277,50
390,5299699,50,8343097,50
438,7069505,50,6357456,50
2116,4554189,50,8336079,50
513,7031080,50,5577453,50
1005,7828406,50,8497358,50
935,8006608,50,6742249,50
967,5428276,50,6785041,50
781,6246101,50,5494513,50
1895,6751187,50,7274956,50
1748,7961235,50,7515436,50
208,7494013,50,7131906,50
2399,8227040,50,8009370,50
346,5771538,50,7979751,50
2673,7762719,50,7152612,50
5589,5603849,50,8075046,50
2448,6520414,50,8444455,50
381,5841522,50,7156615,50
1413,6758248,50,7562995,50
708,6702541,50,6007820,50
3052,5646031,50,10194434,50
506,7685292,50,8710908,50
404,4998602,50,6486553,50
747,5459967,50,8729490,50
2764,7239842,50,6968043,50
827,7665890,50,8154039,50
1889,5319342,50,7764746,50
23180,8141151,50,7709360,50
371,7210530,50,6751408,50
1609,6187461,50,6601653,50
2735,6416072,50,7895923,50
552,6049370,50,8436021,50
2556,6256553,50,8174937,50
463,6767691,50,6820942,50
403,6879509,50,9256118,50
2824,6757311,50,6083780,50
477,4337063,50,8571694,50
553,7467940,50,7779316,50
1039,5038931,50,8475151,50
5373,8376396,50,8751319,50
4432,6699162,50,8982803,50
9385,7583144,50,7615369,50
3212,6035330,50,6806382,50
623,7284597,50,7367652,50
1771,6533390,50,8374643,50
1573,8217322,50,7045052,50
1868,7864304,50,6861109,50
598,7558052,50,5669617,50
637,7018533,50,6803887,50
6602,6128993,50,9455701,50
391,6018268,50,6340857,50
1481,5734798,50,8911639,50
1717,6307302,50,6686365,50
362,5648736,50,7607768,50
659,6170975,50,9534311,50
2059,5901870,50,7511658,50
6309,5077736,50,6378178,50
628,7811769,50,6742043,50
3142,5428121,50,8451225,50
2067,5907104,50,6090763,50
3456,5229979,50,7650817,50
6625,7436139,50,6915317,50
2340,6315382,50,5643160,50
535,6597884,50,7669606,50
1381,6437762,50,8064219,50
1917,5243136,50,8692450,50
875,4353054,50,6909451,50
1414,6094226,50,8201798,50
1762,5830058,50,6439011,50
1975,6614478,50,8974912,50
381,5704975,50,7074247,50
9031,6601000,50,6764107,50
670,4307146,50,7700022,50
1526,6794861,50,6671108,50
2553,6949731,50,8096797,50
19169,6475052,50,8433508,50
10010,5095205,50,9232422,50
249,6704190,50,8512466,50
339,6791368,50,8208495,50
1001,6718208,50,8528134,50
439,7407112,50,7292340,50
1324,7174383,50,7208654,50
633,4959152,50,8588836,50
1937,8502247,50,8282060,50
514,5141109,50,6765836,50
2192,5785872,50,7100245,50
492,8039606,50,6732366,50
419,7160746,50,7579149,50
968,6381813,50,6842019,50
259,5687192,50,7458629,50
865,5565460,50,8888524,50
629,8527677,50,6967146,50
968,6721800,50,7498679,50
3553,5953214,50,6782323,50
642,5757051,50,9937637,50
306,5893558,50,7984250,50
491,5564217,50,7271062,50
1082,7113750,50,6743035,50
2692,6397008,50,8194662,50
1514,7871071,50,7168411,50
528,7095685,50,8518964,50
537,7564799,50,7682805,50
208,7629388,50,6432328,50
5977,7556103,50,10038474,50
616,6340504,50,6945557,50
9055,7569390,50,8069232,50
4906,6933191,50,8776136,50
438,7051618,50,6227658,50
815,7649811,50,6583202,50
3592,4674912,50,8258968,50
1564,7039604,50,9413336,50
15755,7094807,50,7070291,50
1572,6608224,50,7671504,50
235,7038429,50,7889433,50
447,6569546,50,7088164,50
683,5919698,50,7725069,50
1364,5875578,50,6625121,50
450,7672937,50,5438627,50
1034,6730494,50,6063658,50
701,6835208,50,7115922,50
356,8378620,50,7050993,50
801,4673326,50,6390693,50
1841,4749176,50,8014176,50
4185,7990294,50,6451384,50
2536,7440526,50,7976895,50
4061,5753508,50,5556809,50
695,6874917,50,8292280,50
630,5051353,50,5708075,50
955,5122348,50,5742108,50
950,5565993,50,6540472,50
3610,7033426,50,7626507,50
967,6235596,50,6864495,50
303,4721872,50,6056831,50
238,6312648,50,9097824,50
2894,6804792,50,6617044,50
221,6463637,50,6539975,50
1761,7731827,50,8392405,50
1142,4019925,50,5108058,50
746,5628745,50,8212704,50
662,8072443,50,8210921,50
1130,6174617,50,6750439,50
375,6508225,50,8460108,50
927,6898713,50,7463277,50
302,6283980,50,7663425,50
20050,4375128,50,8339563,50
1076,7526722,50,5848835,50
503,6618298,50,9366924,50
408,3748478,50,6113316,50
2843,8676202,50,7392463,50
222,7400333,50,6990030,50
1049,8254414,50,7057493,50
1071,5622342,50,8613723,50
843,7063721,50,10058243,50
2005,6979194,50,10210609,50
1946,6345097,50,7369317,50
2252,7462294,50,9111239,50
11078,5999198,50,7734526,50
724,5992429,50,8148181,50
1952,4768369,50,7670203,50
759,6352447,50,8022699,50
5832,5773171,50,7133587,50
2481,6867504,50,8423226,50
540,6942901,50,7140790,50
649,5482935,50,7737762,50
1199,5838518,50,10634517,50
294,7350816,50,7404539,50
1299,5645687,50,8254519,50
448,5641223,50,6724270,50
1742,7433441,50,7686909,50
736,6418373,50,8482863,50
980,5604557,50,8935877,50
241,5596440,50,7650058,50
476,6031195,50,7497584,50
2155,6230081,50,7853252,50
1306,6947291,50,7642657,50
10502,6452226,50,6700563,50
1546,5936907,50,6793090,50
6491,7198950,50,8038480,50
2644,3634897,50,7165653,50
527,5916218,50,7046941,50
972,6860859,50,5912058,50
3040,5768992,50,6594558,50
1840,7008921,50,9439566,50
778,6070905,50,5850370,50
656,5580056,50,8980610,50
557,3624539,50,7924027,50
1666,7203878,50,7451438,50
432,6290732,50,8393511,50
392,7088348,50,6006293,50
340,6601525,50,7434848,50
1158,5529337,50,6173883,50
1266,6195982,50,6986079,50
391,5582719,50,7299328,50
2573,6870367,50,9189202,50
1254,9402120,50,7827999,50
392,4799798,50,8062988,50
751,6278714,50,7395992,50
925,7944413,50,6835364,50
456,6164848,50,8834037,50
1256,6539464,50,7285483,50
2567,6903593,50,7479009,50
504,6339327,50,7468031,50
759,6962779,50,7655370,50
1495,6347097,50,6311130,50
570,6993253,50,7778326,50
297,6311912,50,5767459,50
844,6008064,50,6306326,50
991,6600911,50,7229939,50
3354,6172363,50,5727000,50
5205,6950526,50,7821229,50
990,5801736,50,5528987,50
500,6751317,50,7080413,50
1070,5144160,50,7440624,50
611,7995885,50,7242096,50
246,5856586,50,8371021,50
473,6064295,50,7838411,50
841,5707617,50,7149605,50
479,4854310,50,7261435,50
560,6595345,50,7073115,50
1928,5398225,50,7718460,50
1442,6924027,50,6483396,50
3916,6634947,50,7186113,50
4649,6300798,50,7968147,50
572,6427475,50,10138417,50
912,7220083,50,6673721,50
1581,4696551,50,7992749,50
999,5762858,50,8046099,50
1034,4734981,50,10301902,50
1723,7235401,50,7022260,50
1691,6284052,50,8326866,50
4579,4846062,50,7588970,50
1775,6542176,50,8354499,50
2038,6943047,50,8236303,50
570,7395721,50,5932112,50
