17567,345,14,0,322,0
13081,466,1,0,343,0
4960,298,1,0,281,0
63548,460,20,0,635,0
88263,415,15,0,842,0
37908,516,5,0,362,0
198908,869,37,0,412,0
160620,341,29,0,307,0
17369,319,6,0,514,0
114735,473,12,0,335,0
5425,341,4,0,816,0
98351,540,4,0,340,0
89866,176,14,0,249,0
7195,280,3,0,1105,0
18872,453,7,0,213,0
10498,322,7,0,1019,0
11924,497,5,0,310,0
9873,215,3,0,335,0
65155,338,11,0,607,0
46963,400,6,0,664,0
119518,479,17,0,785,0
101266,270,9,0,759,0
37078,369,11,0,785,0
9496,438,5,0,542,0
30009,853,4,0,253,0
7378,422,6,0,482,0
71621,319,3,0,543,0
9238,220,3,0,224,0
137560,192,25,0,556,0
13676,272,5,0,322,0
49301,466,17,0,345,0
8618,355,14,0,738,0
13263,887,4,0,808,0
10935,407,9,0,577,0
7690,327,10,0,377,0
3127,337,4,0,335,0
39686,384,10,0,270,0
15897,851,3,0,260,0
8808,340,5,0,534,0
4754,255,0,0,280,0
7084,294,6,0,308,0
60164,511,9,0,301,0
4795,422,0,0,237,0
39856,354,25,0,458,0
5169,652,4,0,768,0
6329,324,12,0,279,0
5044,497,2,0,550,0
3354,528,3,0,405,0
98977,422,9,0,890,0
63225,329,20,0,369,0
62613,479,21,0,310,0
34392,309,3,0,330,0
16535,371,3,0,354,0
9189,448,2,0,334,0
12907,527,4,0,784,0
77327,565,7,0,526,0
11985,377,3,0,528,0
44912,583,8,0,169,0
95874,314,12,0,790,0
21478,528,5,0,306,0
37579,310,1,0,387,0
35043,292,6,0,498,0
97033,308,18,0,371,0
39449,263,11,0,468,0
102911,664,25,0,331,0
57340,333,10,0,686,0
12528,522,7,0,478,0
78132,526,7,0,1058,0
7940,342,1,0,379,0
25353,432,1,0,251,0
11050,102,6,0,329,0
9796,377,3,0,237,0
41553,339,5,0,668,0
30074,332,9,0,680,0
14704,273,4,0,466,0
62226,393,7,0,459,0
37628,458,6,0,385,0
96025,399,13,0,677,0
57668,388,17,0,439,0
33577,687,18,0,643,0
9531,438,13,0,449,0
3829,607,4,0,602,0
15252,415,2,0,343,0
90541,309,13,0,287,0
11642,387,5,0,444,0
11123,293,7,0,458,0
24851,330,12,0,249,0
2885,966,3,0,490,0
30014,436,7,0,480,0
20182,609,2,0,411,0
15667,325,12,0,400,0
251890,396,28,0,593,0
128237,533,8,0,473,0
51792,627,7,0,621,0
16572,573,7,0,333,0
109506,715,17,0,516,0
5171,195,5,0,206,0
210296,376,4,0,611,0
28551,617,10,0,669,0
4108,418,3,0,253,0
168087,305,34,0,947,0
3680,256,4,0,791,0
6395,321,14,0,349,0
6635,450,4,0,606,0
9208,264,5,0,577,0
70231,531,6,0,264,0
6351,274,6,0,250,0
12633,445,6,0,259,0
56600,267,18,0,877,0
118451,681,18,0,264,0
64804,486,2,0,344,0
