2567,0,56,0,0,64,0
4496,0,94,0,0,88,0
1900,0,99,1,0,69,0
2470,0,71,0,0,91,0
2123,0,50,0,0,62,0
1230,0,73,0,0,82,0
1811,0,63,0,0,70,0
6034,0,101,1,0,88,0
22964,0,92,7,0,79,0
3321,0,39,0,0,112,0
18454,0,67,1,0,99,0
4759,0,84,0,0,90,0
13593,0,121,4,0,60,0
52502,0,101,2,0,52,0
16679,0,65,0,0,102,0
43618,0,148,0,0,115,0
9313,0,80,0,0,94,0
1844,0,84,1,0,127,0
895,0,134,2,0,106,0
12373,0,50,1,0,62,0
4605,0,72,0,0,74,0
11125,0,76,0,0,44,0
39333,0,71,0,0,106,0
3046,0,56,0,0,122,0
5524,0,97,2,0,80,0
1271,0,82,0,0,103,0
1064,0,76,0,0,117,0
20840,0,124,0,0,59,0
5545,0,98,3,0,33,0
8563,0,119,0,0,105,0
31269,0,74,0,0,49,0
1332,0,89,0,0,42,0
2869,0,95,1,0,55,0
13783,0,130,0,0,88,0
1513,0,48,0,0,78,0
8448,0,74,0,0,41,0
1352,0,114,0,0,111,0
14080,0,76,1,0,67,0
36276,0,68,0,0,70,0
2181,0,90,0,0,86,0
3514,0,81,0,0,43,0
5942,0,93,0,0,63,0
13593,0,61,0,0,84,0
50706,0,84,10,0,65,0
4110,0,96,0,0,55,0
27863,0,71,4,0,67,0
4784,0,65,0,0,106,0
2360,0,100,2,0,102,0
2413,0,60,0,0,117,0
9756,0,68,0,0,84,0
2995,0,39,0,0,106,0
3297,0,79,0,0,161,0
3333,0,69,0,0,91,0
3179,0,69,1,0,62,0
1697,0,90,1,0,57,0
6979,0,60,0,0,119,0
25861,0,53,7,0,87,0
41081,0,103,8,0,63,0
16581,0,91,1,0,89,0
1298,0,67,0,0,93,0
678,0,118,0,0,117,0
13177,0,75,2,0,57,0
21943,0,104,6,0,71,0
11523,0,90,0,0,122,0
2905,0,56,2,0,72,0
12803,0,122,1,0,38,0
2341,0,73,0,0,73,0
793,0,60,0,0,108,0
944,0,82,1,0,52,0
16943,0,67,0,0,92,0
31019,0,58,0,0,92,0
25069,0,97,4,0,54,0
22290,0,57,2,0,34,0
30255,0,126,0,0,90,0
23802,0,84,4,0,48,0
3446,0,75,1,0,70,0
16060,0,80,0,0,81,0
1130,0,116,0,0,53,0
936,0,72,0,0,80,0
10909,0,64,4,0,86,0
2016,0,87,0,0,77,0
26247,0,98,10,0,69,0
34756,0,56,7,0,99,0
4378,0,103,1,0,92,0
28585,0,154,0,0,98,0
2277,0,58,1,0,101,0
45379,0,46,0,0,66,0
4334,0,101,1,0,141,0
3762,0,87,0,0,178,0
4852,0,61,0,0,120,0
19180,0,97,4,0,62,0
27658,0,70,0,0,102,0
13801,0,92,1,0,63,0
11765,0,131,0,0,57,0
12818,0,94,0,0,87,0
3270,0,83,0,0,76,0
17697,0,50,0,0,70,0
3053,0,72,0,0,53,0
11670,0,29,0,0,79,0
23406,0,69,2,0,69,0
967,0,77,0,0,97,0
11440,0,83,0,0,99,0
20293,0,96,0,0,132,0
2724,0,104,1,0,81,0
5062,0,58,2,0,97,0
2300,0,81,1,0,104,0
5501,0,94,0,0,85,0
15519,0,65,0,0,152,0
1050,0,84,0,0,81,0
3360,0,60,0,0,103,0
6470,0,79,0,0,134,0
20448,0,87,2,0,29,0
7085,0,82,2,0,188,0
26578,0,91,0,0,107,0
6803,0,110,1,0,75,0
4298,0,115,1,0,88,0
4321,0,102,0,0,94,0
1855,0,106,0,0,160,0
9970,0,47,0,0,66,0
16554,0,83,2,0,64,0
849,0,104,1,0,94,0
15936,0,54,0,0,80,0
15242,0,101,4,0,55,0
20858,0,92,4,0,48,0
3067,0,76,3,0,48,0
653,0,80,0,0,100,0
4056,0,59,0,0,84,0
50874,0,63,8,0,57,0
5331,0,61,0,0,83,0
36597,0,104,1,0,75,0
2260,0,75,0,0,96,0
15009,0,58,2,0,61,0
4331,0,64,0,0,83,0
19397,0,81,2,0,65,0
2109,0,100,1,0,111,0
17743,0,56,0,0,139,0
2832,0,98,0,0,92,0
14069,0,68,1,0,88,0
43766,0,65,0,0,97,0
3086,0,58,0,0,66,0
38140,0,113,7,0,126,0
18927,0,64,0,0,131,0
8861,0,59,0,0,75,0
6484,0,59,0,0,66,0
8889,0,98,1,0,145,0
54572,0,77,1,0,63,0
1978,0,72,2,0,57,0
1036,0,94,1,0,59,0
1158,0,93,0,0,124,0
34973,0,68,5,0,123,0
16292,0,85,1,0,78,0
5825,0,71,2,0,49,0
15664,0,74,0,0,63,0
1492,0,46,0,0,106,0
22705,0,54,0,0,108,0
1681,0,131,0,0,94,0
10060,0,75,0,0,96,0
14226,0,54,1,0,55,0
4745,0,36,0,0,85,0
14640,0,98,0,0,73,0
2564,0,73,0,0,35,0
1964,0,75,0,0,82,0
4295,0,138,0,0,43,0
8501,0,51,0,0,62,0
5782,0,100,1,0,95,0
1255,0,36,0,0,91,0
7748,0,66,0,0,65,0
4602,0,118,1,0,110,0
5083,0,94,1,0,68,0
20652,0,161,6,0,60,0
8003,0,81,0,0,60,0
3030,0,75,0,0,59,0
11722,0,34,0,0,74,0
28189,0,60,0,0,84,0
58577,0,101,7,0,112,0
1278,0,95,0,0,187,0
15921,0,132,0,0,66,0
26834,0,71,0,0,96,0
6171,0,66,0,0,95,0
33964,0,58,6,0,93,0
25803,0,76,1,0,61,0
797,0,42,0,0,60,0
43299,0,74,6,0,73,0
11132,0,131,7,0,45,0
3279,0,80,0,0,48,0
1667,0,53,0,0,74,0
3834,0,67,0,0,87,0
10211,0,79,3,0,66,0
9050,0,103,0,0,72,0
5626,0,43,0,0,125,0
35383,0,82,3,0,155,0
20091,0,103,4,0,99,0
3245,0,86,1,0,90,0
1559,0,70,0,0,78,0
4850,0,77,0,0,68,0
53534,0,129,8,0,89,0
29053,0,74,2,0,122,0
2357,0,132,0,0,65,0
1163,0,73,0,0,104,0
13166,0,90,1,0,73,0
6496,0,50,1,0,167,0
11679,0,63,3,0,74,0
82130,0,66,4,0,96,0
16497,0,108,10,0,149,0
10293,0,80,1,0,84,0
2511,0,75,0,0,59,0
28255,0,65,7,0,61,0
8204,0,48,0,0,78,0
1581,0,76,0,0,69,0
4658,0,79,0,0,50,0
11361,0,83,0,0,61,0
11105,0,67,3,0,93,0
1766,0,95,1,0,72,0
21994,0,69,1,0,61,0
32835,0,75,11,0,111,0
14143,0,125,0,0,117,0
4661,0,103,0,0,65,0
25701,0,150,10,0,119,0
7239,0,108,2,0,68,0
29192,0,58,3,0,89,0
17045,0,84,0,0,38,0
2144,0,155,0,0,88,0
21485,0,61,2,0,56,0
5572,0,67,0,0,86,0
21572,0,63,0,0,85,0
3271,0,94,0,0,48,0
4621,0,68,0,0,164,0
6422,0,134,1,0,77,0
1757,0,65,1,0,86,0
3109,0,99,0,0,83,0
9651,0,41,2,0,54,0
7723,0,54,0,0,55,0
15759,0,54,5,0,73,0
26058,0,163,2,0,117,0
15283,0,88,1,0,101,0
9396,0,72,1,0,139,0
1588,0,117,0,0,64,0
41070,0,47,4,0,91,0
6668,0,78,0,0,58,0
6904,0,77,0,0,129,0
4224,0,33,0,0,64,0
15165,0,102,3,0,108,0
16468,0,93,4,0,93,0
11508,0,143,1,0,78,0
17595,0,74,1,0,102,0
20457,0,65,1,0,67,0
2513,0,85,0,0,78,0
1002,0,79,0,0,119,0
28777,0,97,7,0,76,0
4334,0,88,0,0,53,0
12982,0,113,3,0,93,0
5875,0,59,0,0,93,0
5819,0,100,0,0,64,0
2020,0,67,1,0,63,0
35019,0,109,2,0,61,0
22846,0,73,0,0,48,0
34668,0,59,3,0,53,0
3826,0,139,1,0,60,0
2644,0,68,1,0,72,0
10484,0,99,1,0,117,0
3710,0,90,1,0,91,0
18806,0,109,3,0,43,0
1221,0,84,1,0,52,0
10969,0,78,3,0,77,0
29911,0,77,4,0,94,0
2786,0,99,0,0,79,0
23283,0,47,0,0,118,0
1813,0,82,1,0,53,0
13757,0,70,1,0,113,0
4509,0,74,0,0,98,0
16645,0,83,0,0,84,0
1785,0,45,0,0,52,0
1547,0,86,1,0,75,0
2331,0,61,0,0,87,0
9332,0,57,0,0,59,0
3269,0,73,0,0,67,0
11080,0,121,1,0,106,0
10665,0,101,0,0,100,0
563,0,112,0,0,55,0
6693,0,124,0,0,94,0
6277,0,113,1,0,113,0
16020,0,73,0,0,119,0
3031,0,82,0,0,115,0
8181,0,116,1,0,87,0
11621,0,75,4,0,96,0
5138,0,95,1,0,73,0
1825,0,71,0,0,128,0
8605,0,87,0,0,100,0
1378,0,111,1,0,55,0
3484,0,44,0,0,82,0
760,0,67,2,0,112,0
