1367,65286972,100,75268570,100,3999,884,0,2770,0
14081,83392810,100,62001333,100,4298,750,0,3522,0
4728,67567595,100,64434401,100,5510,831,0,7224,0
2580,73474535,100,56212929,100,2780,720,0,3421,0
2049,70994103,100,69108391,100,3884,794,0,4033,0
3552,67578943,100,74474026,100,3297,1004,0,3462,0
4406,69492234,100,76989547,100,3470,954,0,3317,0
6257,70798494,100,79516592,100,4219,975,0,3499,0
4233,80322132,100,61986741,100,3777,839,0,4587,0
19089,67064174,100,76978446,100,2672,969,0,3707,0
12769,63570959,100,62172237,100,5822,905,0,3153,0
3689,64608268,100,69838983,100,2772,806,0,4307,0
24002,69102296,100,73860735,100,3062,906,0,4605,0
1383,67505239,100,65691833,100,2928,959,0,3177,0
1911,67193893,100,62985155,100,2477,824,0,5016,0
2254,64272015,100,63156248,100,3413,890,0,5872,0
4554,67219051,100,67634890,100,3145,760,0,6532,0
1882,67055262,100,79694633,100,5195,869,0,5547,0
1772,60817944,100,77662199,100,3018,965,0,4282,0
5083,77348865,100,79073057,100,5389,1117,0,4685,0
5525,68813056,100,65348639,100,3825,828,0,3990,0
1754,84851407,100,67845583,100,3595,906,0,4024,0
10937,65371953,100,93957078,100,4496,995,0,2935,0
1695,58174046,100,77470165,100,4504,1167,0,2864,0
540,60234401,100,59138425,100,2391,800,0,3484,0
1301,65921198,100,81310631,100,3125,1005,0,4943,0
3609,70290492,100,75597115,100,2429,976,0,5447,0
2628,55218538,100,78246057,100,2848,1019,0,3717,0
6754,68614406,100,67146413,100,6202,831,0,3100,0
2398,80718059,100,73875966,100,5283,1051,0,4779,0
2483,64475957,100,63818073,100,5332,935,0,5382,0
2684,65561255,100,76231654,100,3868,1090,0,2535,0
1425,70931928,100,80616042,100,6128,1053,0,3034,0
2151,72566700,100,75552227,100,4028,1158,0,3619,0
3865,74197278,100,75535692,100,2478,1008,0,5636,0
6844,63623128,100,66145430,100,4349,836,0,3600,0
1650,73415426,100,62809763,100,2859,725,0,2888,0
2406,76747856,100,90052374,100,4699,1128,0,4669,0
4024,64321806,100,71514814,100,3956,914,0,2719,0
1298,62494765,100,68013981,100,3752,847,0,3291,0
29329,74522959,100,72577465,100,2726,958,0,4246,0
3613,85810860,100,80498393,100,2930,1097,0,4708,0
3708,74686360,100,60713808,100,4208,923,0,3031,0
2274,61635951,100,65883812,100,4188,803,0,5169,0
3027,74080988,100,61584249,100,2417,737,0,6922,0
2440,57792420,100,88054919,100,5306,890,0,4784,0
2696,70758562,100,65585274,100,2288,1010,0,3559,0
6197,70631868,100,75214394,100,3393,900,0,3832,0
3169,66889063,100,79049493,100,4611,844,0,4575,0
17216,69145650,100,80766619,100,5462,1029,0,3784,0
7509,58456311,100,67558299,100,3682,729,0,2678,0
2172,61128695,100,75295167,100,5933,850,0,2709,0
2525,74738779,100,69479120,100,3239,899,0,6760,0
1103,76900095,100,78917291,100,2959,876,0,3877,0
15218,61972962,100,77584710,100,2113,1071,0,3490,0
1894,61031861,100,70663669,100,4894,892,0,4293,0
2285,69320184,100,70357445,100,3138,882,0,3175,0
